,hotel,star,review,date,real_date,length
138,라마다 서울 동대문,5,좋아요!!!,2022. 01. 21,2022. 01. 21,6
139,라마다 서울 동대문,5,"라마다 호텔을 다시 보게 되었습니다.
주차, 체크인 해주시는 직원분들이 매우친절하여 입구부터 기분이 좋았고 깔끔한 시설과 멋진뷰까지!! 장충체육관에서 배구도 보고 호캉스도 즐기고 행복한 시간이었습니다^^",2022. 01. 21,2022. 01. 21,113
140,라마다 서울 동대문,5,라마다는진리,2022. 01. 21,2022. 01. 21,6
141,라마다 서울 동대문,5,뷰도 좋고 서비스도 좋았습니다~ 잘 쉬다 갑니다!!!,2022. 01. 21,2022. 01. 21,29
142,라마다 서울 동대문,5,친절하세요,2022. 01. 20,2022. 01. 20,5
143,라마다 서울 동대문,4,머리카락이 곳곳에있는거빼고는 괜찮아요,2022. 01. 20,2022. 01. 20,20
144,라마다 서울 동대문,5,3인용 호텔룸 치고 꽤 넓고 쾌적했어요. 침대도 푹신해서 잘 잤고 냉장고도 크고 화장실도 좋았습니다. 추천합니다.,2022. 01. 19,2022. 01. 19,63
145,라마다 서울 동대문,3,"폼클렌징 없고,, 샴푸쓰고 두피상한거 빼면 어메니티만 아니면 다 괜찮습니다,,",2022. 01. 19,2022. 01. 19,43
146,라마다 서울 동대문,5,"을지로에서 가까워 먹거리 가득하고 주차 가능, 혼잡하지 않은 곳에 위치하여 접근성이 좋았습니다.
친절한 직원들 덕분에 편히 쉴 수 있었습니다.
착한 가격에 이틀이나 머물러서 만족합니다.",2022. 01. 18,2022. 01. 18,103
147,라마다 서울 동대문,5,늘 편하게 잘 이용해요~,2022. 01. 17,2022. 01. 17,13
148,라마다 서울 동대문,5,아주만족했어요,2022. 01. 17,2022. 01. 17,7
149,라마다 서울 동대문,5,괜찮았어요,2022. 01. 17,2022. 01. 17,5
150,라마다 서울 동대문,5,좋아요 근데조금추어요,2022. 01. 17,2022. 01. 17,11
151,라마다 서울 동대문,5,좋아요~~,2022. 01. 16,2022. 01. 16,5
152,라마다 서울 동대문,5,좋았습니다ㅎ,2022. 01. 16,2022. 01. 16,6
153,라마다 서울 동대문,5,"옆에 편의점도가깝고 직원분들도너무 친절하시고
방도 생각보다넓고 룸컨디션이너무 좋았어요! 잘쉬다 가요!!",2022. 01. 16,2022. 01. 16,57
154,라마다 서울 동대문,4,깨끗하고 좋았어요!,2022. 01. 16,2022. 01. 16,10
155,라마다 서울 동대문,5,여긴 그냥 가성비최고에요,2022. 01. 15,2022. 01. 15,13
156,라마다 서울 동대문,5,넓고 좋아요,2022. 01. 15,2022. 01. 15,6
157,라마다 서울 동대문,3,"좀 추워요 애풍이 심함 
온도풀로해야됨",2022. 01. 15,2022. 01. 15,21
158,라마다 서울 동대문,3,샴푸가 굉장히 거품이 안납니다~~~ㅎㅎ,2022. 01. 14,2022. 01. 14,21
159,라마다 서울 동대문,3,음...이가격에 뭐 큰걸 바라는건 아니지만 어매니티가 개인적으로 쫌 아쉽구요ㅎㅎ옷장 열어봤는데 가운 밑에 머리카락이 몇가닥 있더라구요ㅎㅎㅎ위생도 쪼끔 신경써주시면 좋을것같습니다ㅎㅎ,2022. 01. 14,2022. 01. 14,100
160,라마다 서울 동대문,5,아주 좋아요,2022. 01. 13,2022. 01. 13,6
161,라마다 서울 동대문,3,가격대비 좋았어요 업그레이드도 해주셔서! 다만 담배 냄새도 올라오고 너무 더워서 땀흘리면서 잤어요,2022. 01. 12,2022. 01. 12,54
162,라마다 서울 동대문,5,너무좋아요,2022. 01. 12,2022. 01. 12,5
163,라마다 서울 동대문,5,잘사용하고왔습니다,2022. 01. 12,2022. 01. 12,9
164,라마다 서울 동대문,5,온돌바닥이라 따뜻해요 시설굿,2022. 01. 11,2022. 01. 11,15
165,라마다 서울 동대문,3,깔끔합니다,2022. 01. 11,2022. 01. 11,5
166,라마다 서울 동대문,3,깔끔합니다.,2022. 01. 11,2022. 01. 11,6
167,라마다 서울 동대문,5,좋습니다ㅎ,2022. 01. 11,2022. 01. 11,5
168,라마다 서울 동대문,5,깨끗하고 좋았습니다!,2022. 01. 10,2022. 01. 10,11
169,라마다 서울 동대문,5,따뜻하게 잘 있다갑니당~ㅎㅎ,2022. 01. 10,2022. 01. 10,15
170,라마다 서울 동대문,5,대중교통으로 접근하기 좋았고 연식이 있어 보였지만 위생 상태는 좋았어요 오히려 방이 커서 좋았습니다,2022. 01. 10,2022. 01. 10,55
171,라마다 서울 동대문,5,정말좋아요,2022. 01. 09,2022. 01. 09,5
