,hotel,star,review,date,real_date,length
20,송도 센트럴파크 호텔,5,"편의점이나 식당쪽이 좀 먼거만 빼면
좋아요 ~",2022. 03. 06,2022. 03. 06,25
21,송도 센트럴파크 호텔,5,너무좋아요,2022. 03. 06,2022. 03. 06,5
22,송도 센트럴파크 호텔,5,지난번과 마찬가지로  변함없이 좋네요!,2022. 03. 06,2022. 03. 06,21
23,송도 센트럴파크 호텔,5,파크뷰가 너무 이뻤어요! 전체적으로 아늑한 느낌이라 좋았습니다,2022. 03. 06,2022. 03. 06,34
24,송도 센트럴파크 호텔,5,너무 좋았습니다,2022. 03. 06,2022. 03. 06,8
25,송도 센트럴파크 호텔,5,잘 잤어요!,2022. 03. 05,2022. 03. 05,6
26,송도 센트럴파크 호텔,5,굿!!!!,2022. 03. 05,2022. 03. 05,5
27,송도 센트럴파크 호텔,5,센트럴파크 뷰가 좋았어요,2022. 03. 05,2022. 03. 05,13
28,송도 센트럴파크 호텔,4,야경이 너무 멋졌어요!! 확 트여서 뷰가 더 좋았어요,2022. 03. 04,2022. 03. 04,29
29,송도 센트럴파크 호텔,5,손님 모시기 위해 예약했는데 만족스러워 하셨습니다.,2022. 03. 04,2022. 03. 04,28
30,송도 센트럴파크 호텔,5,"깨끗하고 이용하기 좋았어요!
다음에도 이용할듯함!",2022. 03. 04,2022. 03. 04,27
31,송도 센트럴파크 호텔,5,매우 좋았어요!!,2022. 03. 03,2022. 03. 03,9
32,송도 센트럴파크 호텔,5,다 좋았습니다. 하나 아쉬운점은 객실 주변엔 먹을곳이 없어서 룸서비스나 배달을 시키던지 미리 사와야합니다.,2022. 03. 03,2022. 03. 03,59
33,송도 센트럴파크 호텔,5,깨끗하고 좋아요,2022. 03. 03,2022. 03. 03,8
34,송도 센트럴파크 호텔,1,"최악. 객실은 욕조때문에 습하고, 습해서그런지 옷에서 이상한 냄새나고 바닥은 춥고... 히터는 중앙제어..;; 이와중에 응대까지도 정말 최악이였네요 앞으로 다신 갈일은 없을듯",2022. 03. 02,2022. 03. 02,97
35,송도 센트럴파크 호텔,5,"센트럴파크 뷰가 좋았어요.
객실도 깔끔",2022. 03. 02,2022. 03. 02,21
36,송도 센트럴파크 호텔,5,온도를 올려도 약간추웠어요. 창문이 깨끗했으면 뷰가 더이쁠거같아요,2022. 03. 02,2022. 03. 02,36
37,송도 센트럴파크 호텔,5,좋아요~~,2022. 03. 02,2022. 03. 02,5
38,송도 센트럴파크 호텔,5,방 깨끗하고 넓어요. 주차 자리 널널하고 기본 물품들 제공됩니다.,2022. 03. 02,2022. 03. 02,36
39,송도 센트럴파크 호텔,5,잘 쉬다가 가요🙂,2022. 03. 02,2022. 03. 02,9
40,송도 센트럴파크 호텔,5,이번에도 잘이용햇습니다감사합니다,2022. 03. 02,2022. 03. 02,17
41,송도 센트럴파크 호텔,1,"시설은 좋았는데 오션뷰라고 해서 예약했는데 바다가 전혀 안 보였습니다. 올려놓은 사진이랑 다른 호텔인 것처럼 뷰가 너무 달랐고, 바다가 보이지 않아 프론트에 전화하니 바다가 멀리 있고 저층이라 보이지 않는다는 무책임한 답변만 들었습니다. 그럼 애초에 저층에선 오션뷰가 보이지 않는다고 적어놓기라도 하던지 뷰를 신경 쓰지 않으면 모를까 일부러 오션뷰 있는 곳으로 예약한 입장에선 너무 실망스러웠습니다. 올려놓은 사진과 제가 찍은 사진이 어떻게 같은 곳으로 보일 수 있는지 솔직히 사기라는 생각 밖에 안 드네요. 프론트에선 조치할 수 있는게 없다고 해서 그냥 이용했는데 너무 불쾌했습니다. 저층에선 오션뷰가 안 보일 수 있다고 적어놓으시던가 뭔가 조치를 취하셔야 할거 같아요.더보기",2022. 03. 02,2022. 03. 02,379
42,송도 센트럴파크 호텔,5,"컨디션 좋고, 야경 최고입니다.",2022. 03. 01,2022. 03. 01,17
43,송도 센트럴파크 호텔,5,파크뷰 아니어서 아쉬웠지만 석양이 좋았음.,2022. 03. 01,2022. 03. 01,23
44,송도 센트럴파크 호텔,5,뷰가 너무 환상이네요~!! 좋은시간 보내다 갑니다,2022. 03. 01,2022. 03. 01,27
45,송도 센트럴파크 호텔,5,"깨끗하고 조용했습니다! 조식 맛있었어요, 야경이 멋집니다",2022. 03. 01,2022. 03. 01,31
46,송도 센트럴파크 호텔,4,"오래된 호텔이긴 하지만, 뷰는 좋았습니다.",2022. 03. 01,2022. 03. 01,23
47,송도 센트럴파크 호텔,5,깔끔하고좋아요,2022. 03. 01,2022. 03. 01,7
48,송도 센트럴파크 호텔,5,잘쉬다갑니다:),2022. 02. 28,2022. 02. 28,8
49,송도 센트럴파크 호텔,5,주변 식당이 좀 멀어요,2022. 02. 28,2022. 02. 28,12
50,송도 센트럴파크 호텔,4,욕조 스파와 드라이기가 안됐어요ㅠㅠ 좀 일찍 알았으면 방으로 바꿨을텐데. 그래도 바닥이 대리석이라 깨끗하고 가성비 좋습니다!,2022. 02. 28,2022. 02. 28,69
51,송도 센트럴파크 호텔,5,너무 좋앙앙,2022. 02. 28,2022. 02. 28,6
52,송도 센트럴파크 호텔,5,좋았습니다,2022. 02. 28,2022. 02. 28,5
53,송도 센트럴파크 호텔,5,지금까지 갔던 곳 중 가장 깨끗해서 좋았습니다.,2022. 02. 28,2022. 02. 28,26
54,송도 센트럴파크 호텔,5,"세번째 이용입니다~ !
항상 좋은가격에 좋은숙소를 이용하여 너무좋아요! 
맘에 듭니다!",2022. 02. 27,2022. 02. 27,48
55,송도 센트럴파크 호텔,4,티비가 아쉽네요,2022. 02. 27,2022. 02. 27,8
56,송도 센트럴파크 호텔,5,"깨끗하고 좋은거 같아요
맘에 듭니다.",2022. 02. 27,2022. 02. 27,20
57,송도 센트럴파크 호텔,5,편하게 쉬다 갑니다,2022. 02. 27,2022. 02. 27,10
58,송도 센트럴파크 호텔,5,두번째 이용입니다~ 너무좋아요!,2022. 02. 27,2022. 02. 27,17
59,송도 센트럴파크 호텔,5,뷰가 너무 좋았어요,2022. 02. 27,2022. 02. 27,10
60,송도 센트럴파크 호텔,5,"센트럴파크 뷰 넘멋져요~
가성비 짱~~",2022. 02. 27,2022. 02. 27,21
61,송도 센트럴파크 호텔,5,좋은가격에  좋은숙소를  이용하게되어  좋았습니다,2022. 02. 27,2022. 02. 27,27
62,송도 센트럴파크 호텔,5,조아용ㅎㅎ,2022. 02. 26,2022. 02. 26,5
63,송도 센트럴파크 호텔,5,딱히 흠 잡을 데가 없네요. 가성비 최고입니다.,2022. 02. 26,2022. 02. 26,26
64,송도 센트럴파크 호텔,5,재밌었습니다,2022. 02. 26,2022. 02. 26,6
65,송도 센트럴파크 호텔,5,"깨끗하고 좋았습니다.
거리가 좀 있긴했지만, 주변 한옥마을도 구경할 수 있어서 좋았습니다.",2022. 02. 26,2022. 02. 26,50
66,송도 센트럴파크 호텔,5,뷰좋고 밥맛있고 침대좋고 자주와요,2022. 02. 23,2022. 02. 23,18
67,송도 센트럴파크 호텔,5,너무너무 좋았습니다,2022. 02. 23,2022. 02. 23,10
68,송도 센트럴파크 호텔,5,"오션뷰만 볼만하고 방은 춥고 남극이고 난방이되는건지
장실엔 비데가없고 그냥그래요.",2022. 02. 23,2022. 02. 23,45
69,송도 센트럴파크 호텔,4,센트럴파크뷰가좋았어요. 호텔이라 그런지 잘때 추운듯했어요.,2022. 02. 22,2022. 02. 22,32
70,송도 센트럴파크 호텔,5,"깔끔하고 뷰가 정말 좋았습니다
그런데 티비 채널이 몇개 없어서 당황....
담에는 충전기도 챙겨 가야할거 같아요",2022. 02. 22,2022. 02. 22,62
71,송도 센트럴파크 호텔,5,"시설도 깨끗하고 직원분들도 친절하십니다.
다만 주변에 편의점이 없네요",2022. 02. 21,2022. 02. 21,38
72,송도 센트럴파크 호텔,3,"뷰는 진짜 미쳣어요
근데 화장실 욕조문 안닫히고 칫솔 빈꽉으로 구비되어잇고..청결부분도 좀 실망햇어요..뷰하나 건졋어요",2022. 02. 21,2022. 02. 21,66
73,송도 센트럴파크 호텔,5,전망이 다했습니다.,2022. 02. 21,2022. 02. 21,10
74,송도 센트럴파크 호텔,4,아주 좋네요 후후,2022. 02. 20,2022. 02. 20,9
75,송도 센트럴파크 호텔,5,뷰가 너무 좋아요,2022. 02. 20,2022. 02. 20,9
76,송도 센트럴파크 호텔,4,"숙소 뷰도 예쁘고 침대도 좋아요.
시설이 조금 오래된 느낌이 있는 거랑 편의점 위치가 아쉬워요",2022. 02. 19,2022. 02. 19,52
77,송도 센트럴파크 호텔,5,뷰가 아주 좋아요,2022. 02. 19,2022. 02. 19,9
78,송도 센트럴파크 호텔,3,"주변에 편의점이 없어서 조금 불편했어요ㅠ
회장실도 블라인드가 있긴하지만 투명유리로 되어있어요",2022. 02. 18,2022. 02. 18,51
79,송도 센트럴파크 호텔,5,뷰도 만족 가격도 만족!!!,2022. 02. 16,2022. 02. 16,15
80,송도 센트럴파크 호텔,5,좋았어요 굿,2022. 02. 14,2022. 02. 14,6
81,송도 센트럴파크 호텔,5,시티뷰가 너무 이뻤고 방음이 잘되었어요 호캉스하는데 넘 좋았습니다.,2022. 02. 14,2022. 02. 14,37
82,송도 센트럴파크 호텔,5,올드하지만 좋습니다 ㅋㅋ,2022. 02. 14,2022. 02. 14,13
83,송도 센트럴파크 호텔,2,"객실 전체적으로 큼큼한 냄새가 나서 기분 좋게 들어갔다가 즐거운 기분이 좀 사라졌어요
밖을 보는데 유리에도 얼룩이 너무 많아서 이 점도 좋지 못했구요
밤에 야경은 좋았고 침대도 푹신해서 좋았지만 같은 금액이라면 다른 곳을 가는게 나을 것 같아요",2022. 02. 14,2022. 02. 14,136
84,송도 센트럴파크 호텔,5,좋아요!!!!,2022. 02. 14,2022. 02. 14,7
85,송도 센트럴파크 호텔,4,"방도 크고 뷰도 너무 좋아요.
다만 수압이 너무 약해요 ㅠㅠㅠ 그거 빼곤 다 좋았습니다",2022. 02. 13,2022. 02. 13,48
86,송도 센트럴파크 호텔,5,"깔끔하고 일하시는 분들 응대도 친절했어요
송도놀러가면 앞으로 여기 가려구요!",2022. 02. 13,2022. 02. 13,42
87,송도 센트럴파크 호텔,5,늘 좋앗은데 이번엔 화장실 청결이 좀 그랫어요,2022. 02. 13,2022. 02. 13,25
88,송도 센트럴파크 호텔,3,수건을 바꿔야될거같아요,2022. 02. 10,2022. 02. 10,12
89,송도 센트럴파크 호텔,5,방도 넓고 만족해요,2022. 02. 09,2022. 02. 09,10
90,송도 센트럴파크 호텔,5,"레이트 체크 아웃이 좋았습니다.
주차도 편하게 했습니다.
침구류도 깨끗합니다.
다만 객실에서 먼지가 많이 날려서 환기를 자주 시켰습니다. 그 부분만 신경써주시면 감사하겠습니다.",2022. 02. 08,2022. 02. 08,98
91,송도 센트럴파크 호텔,5,센트럴파크 야경도 이쁘고 깔끔해서 잘 이용했어요.,2022. 02. 07,2022. 02. 07,27
92,송도 센트럴파크 호텔,4,침대가 개좋음 다만 먼지가 많음 으~,2022. 02. 07,2022. 02. 07,20
93,송도 센트럴파크 호텔,5,너무 좋았어요!!  친절하시고 객실도 깨끗하구요!,2022. 02. 06,2022. 02. 06,27
94,송도 센트럴파크 호텔,5,먼지가너무 많고 코가 건조함,2022. 02. 06,2022. 02. 06,15
95,송도 센트럴파크 호텔,4,호텔 카운터 중저음 덩치크신 남성분은 인사도 저희가 먼저하고 어디 체크인 확인한다면서 갔다온다고 얘기도 안하고 시간 떼우러 일하는건지 도뮤지 모르겠네요 이름이라도 외워둘걸 그랬네요 시설은 뷰가 좋아서 괜찮았네요,2022. 02. 04,2022. 02. 04,117
96,송도 센트럴파크 호텔,5,편의점이 근처에 없어서 아쉽지만 푹 쉬다 갑니다,2022. 02. 04,2022. 02. 04,26
97,송도 센트럴파크 호텔,5,뷰맛집입니다 고급스러웠고 직원분들도 친절해서 재방문 의사있습니다,2022. 02. 03,2022. 02. 03,35
98,송도 센트럴파크 호텔,5,잘쉬다 갑니다,2022. 02. 03,2022. 02. 03,7
99,송도 센트럴파크 호텔,5,3번째 방문인데 갈때마다 만족해요 ~ 근데 실내가 너무 건조해요,2022. 02. 02,2022. 02. 02,35
100,송도 센트럴파크 호텔,5,"센트럴파크 뷰가 너무 예쁘고
편안하게 쉬다 가요",2022. 01. 31,2022. 01. 31,26
101,송도 센트럴파크 호텔,5,네번째 방문인데 뷰도 좋고 친절하게대해주셔서 좋았어요,2022. 01. 30,2022. 01. 30,29
102,송도 센트럴파크 호텔,5,뷰 맛집 위치 좋음 고민하지말고 스위트 하는게 정신건강에 좋음,2022. 01. 30,2022. 01. 30,34
103,송도 센트럴파크 호텔,5,파크뷰가 예술입니다,2022. 01. 29,2022. 01. 29,10
104,송도 센트럴파크 호텔,5,뷰도 너무 좋고 편히 쉬다 갑니다!,2022. 01. 26,2022. 01. 26,19
105,송도 센트럴파크 호텔,5,"직원분들도 너무 친절하시고 그냥 최고였어요. 
뷰도 너무좋았는데 웬만하면 꼭 센트럴파크 뷰로 하세요 밤에 정말정말이쁘더라구요",2022. 01. 24,2022. 01. 24,69
106,송도 센트럴파크 호텔,5,야경 정말 예뻤습니다. 주변에 편의점이없어 조금 걸어야 합니다. 욕조에 물받아 거품목욕도 하고 정말 좋은 휴식이였습니다.,2022. 01. 24,2022. 01. 24,67
107,송도 센트럴파크 호텔,5,너무 좋습니다~~^^,2022. 01. 24,2022. 01. 24,11
108,송도 센트럴파크 호텔,5,좋습니다~~^^,2022. 01. 24,2022. 01. 24,8
109,송도 센트럴파크 호텔,5,객실이 넓고 좋아요,2022. 01. 23,2022. 01. 23,10
110,송도 센트럴파크 호텔,4,잘 쉬다 옸습니다,2022. 01. 23,2022. 01. 23,9
111,송도 센트럴파크 호텔,5,잘쉬었습니다,2022. 01. 20,2022. 01. 20,6
112,송도 센트럴파크 호텔,5,뷰가 좋았어요,2022. 01. 20,2022. 01. 20,7
113,송도 센트럴파크 호텔,5,객실도 깔끔하고 프론트 직원분 진짜 너무 친절하세요,2022. 01. 19,2022. 01. 19,28
114,송도 센트럴파크 호텔,5,너무 좋습니다! 특히 밤에 보는 뷰가 짱인데 사진을 못찍었네요 ㅠㅠ까빙...ㅠㅠ 특별한날에 추천드립니당❤️,2022. 01. 17,2022. 01. 17,59
115,송도 센트럴파크 호텔,5,항상 만족하며 이용합니다.,2022. 01. 16,2022. 01. 16,14
116,송도 센트럴파크 호텔,5,"옆 호텔보다 센트럴파크와 가까워서 무리하게 새벽에 숙소를 다시 잡았는데 평점이 너무 안좋아서 걱정을 많이했거든요..
일요일에 묵는건 조용하고 괜찮은것 같습니다
지하철에 나와서 도보 3분정도 걸리고
저녁은 아래 경원재 옆에서 먹어서 편하고
편의점은 옆호텔에 가야 했지만 그것도 나름 산책겸 가기 좋았어요
감사합니당더보기",2022. 01. 11,2022. 01. 11,177
117,송도 센트럴파크 호텔,4,"편의시설이 불편한것 빼고는 센트랄 파크 뷰와 룸 컨디션ㆍ청결ㆍ시설등은  좋았습니다
 재방문 의사 있습니다",2022. 01. 09,2022. 01. 09,58
118,송도 센트럴파크 호텔,4,"호캉스로 오기에는 부적절. 왜냐면 수영장, 운동시설 등의 부대시설 부족. 그래도 깨끗하고 친절해서 잘 묵었습니다",2022. 01. 07,2022. 01. 07,62
119,송도 센트럴파크 호텔,5,"진짜 뷰 최고네요 ㅋㅋ 서비스 보통이며, 객실뷰와 청소상태 청결도 만족하고 잘 즐기다가요~~호캉스제대로하고갑니다 ㅋㅋ 또 방문할거에요!!!!!",2022. 01. 06,2022. 01. 06,79
120,송도 센트럴파크 호텔,3,뷰도 이쁘고 인테리어도 나름 다 괜찮은데 편의점이 근처에 없어서 아쉬워요,2022. 01. 06,2022. 01. 06,40
121,송도 센트럴파크 호텔,3,"전반적으로 청소 상태도 괜찮고 체크인 해주신 분들도 친절했는데, 객실에 먼지가 너무 많아요 (자고 일어났는데 핸드폰 위에 먼지가 소복히 쌓였더라구요..;;;;) 그리고 기본적으로 제공되는 생수도 1병도 없고, 4성급ㅍ호텔이라기엔 에머니티나 전반적인 서비스가 좋은 것 같지는 않아요. 그냥저냥 합니다..! 뷰는 좋아요!",2022. 01. 03,2022. 01. 03,177
122,송도 센트럴파크 호텔,1,"아는분 선물했는데, 모텔수준도 못한 숙소라는 답변 받았네요 연말이라 30만원가까이 들여서 선물 한건데…진짜 사진에 속지 마세요",2022. 01. 03,2022. 01. 03,70
123,송도 센트럴파크 호텔,4,"오션뷰는 좀 아쉬웠지만 침대 매트리스의 (저에게) 딱 알맞는 쿠션감과 포근한 이불로 꿀잠 잘수 있어 좋았어요 칫솔, 치약, 비누 등 어메니티는 잘 갖추어 있어서 세안시 편합니다 호텔 앞이 센트럴공원이라 좋고 조식도 나름 괜찮았어요 편히 쉬다 갑니다~",2022. 01. 03,2022. 01. 03,139
124,송도 센트럴파크 호텔,2,"사진이 용량이 초과라고 해서 이거만 올려요

시트 안쪽으로 해서 머리카락이 두군데 들어가 있었고 
베개 두개에 얼룩과 이불엔 사람 생식기 털이 있고..
 갈아달라고 전화하니 사람이 와서 갈아주셨는데 
베개는 빼고 갈아주시고 
갈아주신 이불에도 얼룩이 있네요 

바닥 줄눈은 걸어다닐때마다 떨어져서 제 발바닥에 다 붙어요

화장실 청소는 안하신걸까요?
샤워기 걸이에 여성분 머리카락이 걸려있네요

새벽 3시에는 윗층에서 진동소리가 
2분이상들렸다가 문의했는데 이건 제가 생각했을때도 직원분께서 직접 처리할수없을꺼같아

그 새벽에 남편과 천장 쳤어요

윗층 분 잠에서 깨셨는지
또 진동 울렸는데 바로 꺼지고 남편은 4시
전 해뜨는거 보고 잤어요

그래도 직원분들 응대가 좋아 그건 맘에 들지만
위생 청결은 신경써주시길 바랍니다

모텔보다 더러운것같아요더보기",2022. 01. 02,2022. 01. 02,421
125,송도 센트럴파크 호텔,5,"호텔 내부,근처에 편의점이 없어서 상당히 아쉬웟고 그 후 모든건 최고",2022. 01. 02,2022. 01. 02,38
126,송도 센트럴파크 호텔,5,잘쉬다갑니다:),2022. 01. 02,2022. 01. 02,8
127,송도 센트럴파크 호텔,4,"직원분들이 친절해서 좋았습니다
센트럴파크 바로 옆인건 좋았는데 주변에 걸어갈만한 편의점이 없어서 아쉬웠어요
그리고 오션뷰는 바다가 거의 안보였습니다
나머지는 전체적으로 만족합니다",2022. 01. 02,2022. 01. 02,99
128,송도 센트럴파크 호텔,2,"사진보다 전 더괜찮았던거같은데
서비스가 너무 안좋았음  마지막날이라
사람이 많아서 그런가 대비가 너무 미흡했던거 같네요 돈주고 잡은건데 실망 스러움",2022. 01. 01,2022. 01. 01,82
129,송도 센트럴파크 호텔,5,센트럴파크뷰 정말 좋았어요,2022. 01. 01,2022. 01. 01,14
130,송도 센트럴파크 호텔,5,좋았습니다,2022. 01. 01,2022. 01. 01,5
131,송도 센트럴파크 호텔,5,가격이 싼데 시설도 좋아요,2021. 12. 31,2021. 12. 31,14
132,송도 센트럴파크 호텔,5,객실 냄새가 너무 좋아요~~,2021. 12. 31,2021. 12. 31,15
133,송도 센트럴파크 호텔,5,"3번 다녀왔어용
그런데 수압이 약하고 변기도 좀 약한거 같아요",2021. 12. 31,2021. 12. 31,34
134,송도 센트럴파크 호텔,4,"조용하고
친절하고
밤의 뷰도 좋고",2021. 12. 30,2021. 12. 30,18
135,송도 센트럴파크 호텔,4,"호캉스 잘했고 뷰가이뻐요
편의점이 너무멀어요",2021. 12. 29,2021. 12. 29,24
136,송도 센트럴파크 호텔,5,"뷰가 참멋진곳입니다
각티슈위쪽에 먼지가 있는거빼곤 잘쉬다왔습니다",2021. 12. 29,2021. 12. 29,35
137,송도 센트럴파크 호텔,5,"서비스 친절하셨고 주차장도 편했어요. 
객실도 좋고 부족한게 없네요.
단지 객실 엘베가 3개뿐. 
체크아웃 시간에 계단으로 가는게 빠를정도.
엘베 4번 다 만원이라서 그냥 계단으로 내려왔어요.
그게 빼면 최고!더보기",2021. 12. 29,2021. 12. 29,120
138,송도 센트럴파크 호텔,5,또 가고싶어요,2021. 12. 28,2021. 12. 28,7
139,송도 센트럴파크 호텔,5,완벽한 최고의 숙소입니다!,2021. 12. 27,2021. 12. 27,14
140,송도 센트럴파크 호텔,4,"가성비 정말 좋은 곳 입니다.

정말 송도시티뷰 야경 보기 너무 좋았고
다만 침구류에 피묻어있는것은 좀 찝찝했습니다.
그리고 침대 하단 구조물에 발이다아서 이래저래 불편하고 아내도 발을 다쳤네요.
그것 빼고는 크게 문제는없었습니다.
컨셉이 약간 이집트 궁전에 와있는듯한 느낌이어서 색달랐습니다.

가성비 정말 좋은곳이라 또 오고 싶군요.더보기",2021. 12. 27,2021. 12. 27,191
141,송도 센트럴파크 호텔,5,아주깨끗하고. 진절하십니다,2021. 12. 26,2021. 12. 26,14
142,송도 센트럴파크 호텔,4,"호텔 내 편의점, 카페 등 부대시설이 있으면 좋겠습니다~ 잘 이용했습니다!",2021. 12. 26,2021. 12. 26,41
143,송도 센트럴파크 호텔,5,특유의 고풍스런 느낌이 참 좋네요,2021. 12. 26,2021. 12. 26,18
144,송도 센트럴파크 호텔,2,편의점이 멀어서 좀 불편했어요ㅠㅠ 먼지도 좀 있었구 ㅜㅜ,2021. 12. 26,2021. 12. 26,31
145,송도 센트럴파크 호텔,5,크리스마스 호텔 덕분에 너무 잘보냈습니다ㅎㅎ,2021. 12. 26,2021. 12. 26,24
146,송도 센트럴파크 호텔,4,"잘 이용했어요
객실 컨디션도 괜찮고
체크인도 나름 빠르게 했습니닷",2021. 12. 26,2021. 12. 26,36
147,송도 센트럴파크 호텔,5,항상 만족하며 이용하고 있습니다.,2021. 12. 26,2021. 12. 26,18
148,송도 센트럴파크 호텔,5,너무너무 이쁜 야경과 깨끗한 객실 또오고 싶어요,2021. 12. 25,2021. 12. 25,26
149,송도 센트럴파크 호텔,5,뷰가 진짜 좋았어요 침대도편했구 천장도 열리는데 미세먼지없고 맑을때가면 진짜 더 좋을것같인요,2021. 12. 25,2021. 12. 25,51
150,송도 센트럴파크 호텔,5,주변에 편의점이 없는거 말고는 좋았습니다 시설도 깔끔하고 잘쉬다갑니다,2021. 12. 25,2021. 12. 25,38
151,송도 센트럴파크 호텔,5,잘쉬다가요~~!!!,2021. 12. 24,2021. 12. 24,10
152,송도 센트럴파크 호텔,3,밤에 센트럴파크쪽 야경이 좋았습니다. 샤워기 물이 약하고 욕조 배수구도 물빠짐약해요,2021. 12. 24,2021. 12. 24,46
153,송도 센트럴파크 호텔,3,넓고 깔끔하고 좋았는데 전 객실이 금연임에도 불구하고 환기구를 타고 들어오는 담배냄새 때문에 조금 불편했습니다,2021. 12. 23,2021. 12. 23,61
154,송도 센트럴파크 호텔,5,친절하고 쾌적해요,2021. 12. 22,2021. 12. 22,9
155,송도 센트럴파크 호텔,5,정말 좋아요.ㅎ,2021. 12. 22,2021. 12. 22,8
156,송도 센트럴파크 호텔,4,"센트럴파크 뷰는 최고였습니다
객실도 넓고 비품도 깨끗해서 만족스러웠습니다 
호텔근처에 편의점이 없는점이 조금 불편했네요.
너무 좋아서 재방문 예약 다시 했어요^^",2021. 12. 22,2021. 12. 22,90
157,송도 센트럴파크 호텔,5,인천 갈때마다 이용해요 가격대비 깨끗해요,2021. 12. 22,2021. 12. 22,22
158,송도 센트럴파크 호텔,5,전경좋고 최고입니다 친절하고,2021. 12. 22,2021. 12. 22,15
159,송도 센트럴파크 호텔,5,진짜좋아요.ㅎ,2021. 12. 21,2021. 12. 21,7
160,송도 센트럴파크 호텔,5,ㄲㄲㄲㄲㄲ,2021. 12. 20,2021. 12. 20,5
161,송도 센트럴파크 호텔,5,편하게 잘쉬다 갑니다,2021. 12. 20,2021. 12. 20,11
